Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
52583,18,1152,10,8,644,name,REJ,tcp,266,17,255,0.07,0.08,0,1
52586,20,1276,10,10,644,whois,S0,tcp,263,22,255,0.09,0.05,0,1
52584,20,1276,10,10,644,http,SF,tcp,14,16,128,1,0,8163,0
52585,20,1276,10,10,644,imap4,REJ,tcp,221,6,255,0.02,0.07,0,1
52587,20,1276,10,10,644,other,SF,udp,1,1,255,0,0.78,105,0
52588,20,1276,10,10,644,http,SF,tcp,12,12,76,1,0,347,0
52589,20,1276,10,10,644,uucp_path,REJ,tcp,130,5,255,0.02,0.07,0,1
52590,20,1276,10,10,644,http,SF,tcp,16,16,72,1,0,319,0
52591,20,1276,10,10,644,private,S0,tcp,85,6,255,0.07,0.07,0,1
1740,350,90600,200,150,65400,domain_u,SF,udp,120,120,255,1,0.01,70,0
52594,18,1152,10,8,644,http,SF,tcp,7,16,95,1,0,5103,0
52592,18,1152,10,8,644,http,S0,tcp,53,15,255,0.23,0.03,0,1
52593,18,1152,10,8,644,hostnames,REJ,tcp,269,5,255,0.02,0.07,0,1
52595,18,1152,10,8,644,auth,S0,tcp,234,6,255,0.03,0.07,0,1
52596,18,1152,10,8,644,http,REJ,tcp,1,1,1,1,0,0,0
52597,18,1152,10,8,644,http,SF,tcp,7,7,22,1,0,292,0
52598,18,1152,10,8,644,http,SF,tcp,2,2,255,1,0,191,0
52599,18,1152,10,8,644,whois,S0,tcp,269,5,255,0.02,0.08,0,1
52603,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.76,0,1
52600,20,1276,10,10,644,ftp_data,S0,tcp,26,5,255,0.25,0.02,0,1
52602,20,1276,10,10,644,http,SF,tcp,5,40,33,1,0,3390,0
52601,20,1276,10,10,644,other,SF,udp,159,9,255,0.04,0.05,0,1
52604,20,1276,10,10,644,nnsp,REJ,tcp,136,14,255,0.05,0.05,0,1
52605,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.37,0.1,0,1
52606,20,1276,10,10,644,vmnet,S0,tcp,98,1,255,0,0.07,0,1
52607,20,1276,10,10,644,private,REJ,tcp,104,2,79,0.03,0.1,0,1
52609,18,1152,10,8,644,other,SF,udp,375,375,255,1,0,4,0
52610,18,1152,10,8,644,http,SF,tcp,1,1,3,1,0,292,0
52611,18,1152,10,8,644,courier,REJ,tcp,118,5,255,0.02,0.08,0,1
52608,18,1152,10,8,644,http,SF,tcp,10,31,84,1,0,1792,0
52612,18,1152,10,8,644,other,REJ,tcp,389,1,255,0,1,0,1
52614,18,1152,10,8,644,smtp,SF,tcp,2,1,255,0.56,0.02,336,0
52613,18,1152,10,8,644,domain_u,SF,udp,1,4,255,0.93,0.01,88,0
52615,18,1152,10,8,644,urp_i,SF,icmp,12,3,255,0.04,0.01,0,0
52616,20,1276,10,10,644,bgp,S0,tcp,118,10,255,0.04,0.05,0,1
52617,20,1276,10,10,644,ftp_data,SF,tcp,2,2,2,1,0,0,1
52618,20,1276,10,10,644,ftp_data,SF,tcp,1,1,61,0.16,0.07,0,0
52619,20,1276,10,10,644,smtp,SF,tcp,1,3,255,0.52,0.05,327,0
52620,20,1276,10,10,644,ctf,REJ,tcp,2,1,255,0,0.26,0,1
52621,20,1276,10,10,644,domain_u,SF,udp,67,147,255,1,0.01,137,0
52622,20,1276,10,10,644,efs,S0,tcp,141,13,255,0.05,0.05,0,1
52623,20,1276,10,10,644,http,SF,tcp,17,22,255,1,0,1925,0
52626,20,1276,10,10,644,http,SF,tcp,9,9,255,1,0,1342,0
52624,20,1276,10,10,644,eco_i,SF,icmp,1,37,2,1,0,0,1
52625,20,1276,10,10,644,private,RSTR,tcp,2,2,255,0.01,0.73,0,1
52627,20,1276,10,10,644,nnsp,S0,tcp,144,15,255,0.01,0.08,0,1
52628,20,1276,10,10,644,http,SF,tcp,3,3,97,1,0,4219,0
52629,20,1276,10,10,644,netbios_ns,S0,tcp,232,1,255,0,0.07,0,1
52630,20,1276,10,10,644,vmnet,S0,tcp,226,6,255,0.02,0.07,0,1
52631,20,1276,10,10,644,http,SF,tcp,4,4,26,1,0,370,0
52633,18,1152,10,8,644,http,SF,tcp,2,2,56,1,0,970,0
52634,18,1152,10,8,644,http,SF,tcp,7,16,255,0.94,0.01,5159,0
52632,18,1152,10,8,644,ftp_data,SF,tcp,19,19,26,0.96,0.08,0,0
52635,18,1152,10,8,644,http,SF,tcp,3,11,255,0.96,0.02,2698,0
52636,18,1152,10,8,644,whois,REJ,tcp,260,20,255,0.08,0.07,0,1
52637,18,1152,10,8,644,http,SF,tcp,8,9,41,1,0,8774,0
52638,18,1152,10,8,644,http,REJ,tcp,1,1,23,1,0,0,0
52639,18,1152,10,8,644,domain_u,SF,udp,7,87,255,1,0.01,138,0
52640,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.38,0.02,0,1
52641,20,1276,10,10,644,private,S0,tcp,155,18,255,0.07,0.07,0,1
52642,20,1276,10,10,644,ftp,SF,tcp,1,1,192,0.26,0.02,4152,0
52643,20,1276,10,10,644,http,REJ,tcp,511,1,239,0.84,0.01,0,0
52644,20,1276,10,10,644,private,S0,tcp,45,10,255,0.08,0.08,0,1
52645,20,1276,10,10,644,http,SF,tcp,18,18,18,1,0,1171,0
52646,20,1276,10,10,644,smtp,SF,tcp,1,3,170,0.68,0.04,330,0
52647,20,1276,10,10,644,http,SF,tcp,11,11,255,1,0,337,0
52648,18,1152,10,8,644,urp_i,SF,icmp,2,1,255,0.02,0.01,0,0
52649,18,1152,10,8,644,csnet_ns,REJ,tcp,140,10,255,0.02,0.06,0,1
52650,18,1152,10,8,644,domain_u,SF,udp,3,14,203,0.05,0.03,0,0
52651,18,1152,10,8,644,smtp,SF,tcp,1,3,53,0.92,0.04,369,0
52652,18,1152,10,8,644,eco_i,SF,icmp,1,20,1,1,0,0,1
52653,18,1152,10,8,644,domain_u,SF,udp,112,111,255,1,0.01,118,0
52654,18,1152,10,8,644,http,SF,tcp,8,8,8,1,0,6593,0
52655,18,1152,10,8,644,domain_u,SF,udp,183,183,255,0.9,0.01,73,0
52657,20,1276,10,10,644,ecr_i,SF,icmp,101,101,255,0.4,0.02,0,1
52659,20,1276,10,10,644,domain_u,SF,udp,115,115,255,0.69,0.01,72,0
52658,20,1276,10,10,644,http,REJ,tcp,1,1,103,0.94,0.03,0,0
52656,20,1276,10,10,644,http,SF,tcp,8,8,255,1,0,422,0
52661,20,1276,10,10,644,whois,S0,tcp,300,20,255,0.07,0.05,0,1
52662,20,1276,10,10,644,private,S0,tcp,118,17,255,0.05,0.06,0,1
52660,20,1276,10,10,644,http,SF,tcp,3,18,68,1,0,124,0
52663,20,1276,10,10,644,http,SF,tcp,2,2,39,1,0,8314,1
52666,18,1152,10,8,644,http,S0,tcp,2,3,62,1,0,0,0
52665,18,1152,10,8,644,private,S0,tcp,253,5,255,0.08,0.07,0,1
52664,18,1152,10,8,644,ecr_i,SF,icmp,257,257,255,1,0,0,1
52667,18,1152,10,8,644,http,SF,tcp,6,6,136,1,0,11889,0
52668,18,1152,10,8,644,http,REJ,tcp,1,1,4,1,0,0,0
52669,18,1152,10,8,644,domain,REJ,tcp,264,12,255,0.05,0.08,0,1
52670,18,1152,10,8,644,smtp,SF,tcp,1,1,195,0.67,0.03,325,0
52671,18,1152,10,8,644,telnet,S0,tcp,10,9,9,1,0,0,1
52672,20,1276,10,10,644,http,SF,tcp,16,33,255,1,0,1402,0
52673,20,1276,10,10,644,http,SF,tcp,12,13,117,1,0,492,0
52674,20,1276,10,10,644,domain_u,SF,udp,7,12,21,1,0,42,0
52675,20,1276,10,10,644,ftp_data,SF,tcp,4,4,4,1,0,0,0
52676,20,1276,10,10,644,ftp_data,SF,tcp,15,15,207,0.33,0.03,0,0
52677,20,1276,10,10,644,ftp_data,SF,tcp,7,7,255,0.28,0.03,0,0
52678,20,1276,10,10,644,private,S0,tcp,281,19,255,0.06,0.07,0,1
52679,20,1276,10,10,644,smtp,S0,tcp,96,18,255,0.01,0.05,0,1
52681,18,1152,10,8,644,domain_u,SF,udp,11,20,255,0.93,0.01,42,0
52682,18,1152,10,8,644,smtp,SF,tcp,1,2,161,0.53,0.04,331,0
52680,18,1152,10,8,644,ftp,SF,tcp,1,1,159,0.04,0.03,775,0
52683,18,1152,10,8,644,private,S0,tcp,40,20,255,0.08,0.07,0,1
52684,18,1152,10,8,644,http,REJ,tcp,1,1,159,1,0,0,0
52685,18,1152,10,8,644,http,SF,tcp,17,17,255,1,0,471,0
52686,18,1152,10,8,644,ftp_data,SF,tcp,2,2,65,0.03,0.08,0,0
52687,18,1152,10,8,644,private,S0,tcp,104,9,255,0.05,0.07,0,1
52688,20,1276,10,10,644,http,SF,tcp,11,12,255,1,0,3248,0
52689,20,1276,10,10,644,http,SF,tcp,6,6,239,0.97,0.01,2507,0
52690,20,1276,10,10,644,http,SF,tcp,3,3,255,1,0,282,0
52691,20,1276,10,10,644,finger,S0,tcp,21,6,255,0.1,0.05,0,1
52692,20,1276,10,10,644,http,SF,tcp,21,21,255,1,0,11472,0
52693,20,1276,10,10,644,uucp_path,S0,tcp,234,14,255,0.05,0.08,0,1
52694,20,1276,10,10,644,iso_tsap,S0,tcp,284,13,255,0.05,0.08,0,1
52695,20,1276,10,10,644,http,SF,tcp,8,8,12,1,0,1664,0
68,1,342,1,0,342,private,REJ,tcp,45,1,215,0,0.12,0,1
52699,18,1152,10,8,644,eco_i,SF,icmp,1,46,2,1,0,0,1
52696,18,1152,10,8,644,http,SF,tcp,16,24,238,1,0,588,0
52698,18,1152,10,8,644,ftp_data,SF,tcp,18,18,88,0.53,0.03,0,0
52697,18,1152,10,8,644,domain_u,SF,udp,72,152,255,1,0.01,110,0
52700,18,1152,10,8,644,courier,S0,tcp,140,19,255,0.07,0.07,0,1
52701,18,1152,10,8,644,http,SF,tcp,6,6,255,0.97,0.01,2239,0
52702,18,1152,10,8,644,private,S0,tcp,108,14,255,0,0.06,0,1
52703,18,1152,10,8,644,mtp,RSTOS0,tcp,121,3,255,0.01,0.17,0,1
52705,20,1276,10,10,644,http,REJ,tcp,1,2,8,1,0,0,0
52704,20,1276,10,10,644,finger,S0,tcp,228,7,255,0.03,0.08,0,1
52706,20,1276,10,10,644,vmnet,REJ,tcp,216,17,255,0.07,0.08,0,1
52707,20,1276,10,10,644,ftp,SF,tcp,1,1,255,0.23,0.02,1072,0
52708,20,1276,10,10,644,http,SF,tcp,8,9,255,1,0,1423,0
52709,20,1276,10,10,644,http,SF,tcp,5,43,45,1,0,9963,0
52710,20,1276,10,10,644,private,SF,udp,2,2,61,0.38,0.05,147,0
52711,20,1276,10,10,644,private,REJ,tcp,101,12,255,0.01,0.08,0,1
55905,8,1744,8,0,1744,http,REJ,tcp,1,1,8,1,0,0,0
52714,18,1152,10,8,644,other,SF,tcp,19,1,144,0.01,0.08,0,0
52712,18,1152,10,8,644,http,SF,tcp,22,22,128,1,0,1715,0
52713,18,1152,10,8,644,private,SF,udp,79,79,255,0.31,0.01,0,1
52715,18,1152,10,8,644,smtp,SF,tcp,1,2,218,0.73,0.02,333,0
52716,18,1152,10,8,644,private,SF,udp,57,56,255,0.22,0.02,0,1
52717,18,1152,10,8,644,whois,S0,tcp,227,7,255,0.03,0.07,0,1
52718,18,1152,10,8,644,private,S0,tcp,256,14,255,0.05,0.07,0,1
52719,18,1152,10,8,644,ecr_i,SF,icmp,245,245,255,0.96,0.01,0,1
52721,20,1276,10,10,644,http,SF,tcp,4,7,4,1,0,4509,0
52723,20,1276,10,10,644,http,SF,tcp,20,20,255,1,0,1254,0
52722,20,1276,10,10,644,private,SF,udp,62,62,255,0.64,0.37,0,1
52720,20,1276,10,10,644,http,SF,tcp,17,17,47,1,0,295,0
52725,20,1276,10,10,644,smtp,SF,tcp,1,2,168,0.62,0.03,338,0
52726,20,1276,10,10,644,private,SF,udp,1,1,255,0.91,0.01,0,0
52724,20,1276,10,10,644,private,REJ,tcp,79,5,255,0.02,0.07,0,1
52727,20,1276,10,10,644,ftp_data,SF,tcp,12,12,255,0.19,0.02,0,0
52728,18,1152,10,8,644,ftp,SF,tcp,1,1,154,0.27,0.04,769,0
52730,18,1152,10,8,644,domain_u,SF,udp,162,162,255,1,0.01,81,0
52729,18,1152,10,8,644,private,SF,udp,74,47,255,0.44,0.06,0,1
52731,18,1152,10,8,644,http,SF,tcp,2,2,86,1,0,29269,0
52733,18,1152,10,8,644,http,SF,tcp,16,16,64,1,0,1469,0
52732,18,1152,10,8,644,finger,SF,tcp,1,4,245,0.02,0.01,141,0
52734,18,1152,10,8,644,private,SF,udp,19,19,232,0.08,0.7,0,1
52735,18,1152,10,8,644,smtp,SF,tcp,1,1,61,0.89,0.07,390,0
52737,20,1276,10,10,644,telnet,S0,tcp,13,3,255,0.13,0.05,0,1
52738,20,1276,10,10,644,private,S0,tcp,105,8,255,0.04,0.09,0,1
52736,20,1276,10,10,644,http,SF,tcp,4,5,13,1,0,9324,0
52739,20,1276,10,10,644,ftp_data,SF,tcp,9,9,188,0.25,0.02,0,0
52740,20,1276,10,10,644,private,REJ,tcp,7,1,255,0,0.07,0,1
52741,20,1276,10,10,644,other,REJ,tcp,509,1,255,0,1,0,1
52743,20,1276,10,10,644,systat,REJ,tcp,267,19,255,0.07,0.06,0,1
52742,20,1276,10,10,644,whois,S0,tcp,206,9,255,0.04,0.07,0,1
52746,18,1152,10,8,644,private,REJ,tcp,294,1,255,0,1,0,1
52744,18,1152,10,8,644,http,SF,tcp,5,6,255,1,0,4213,0
52745,18,1152,10,8,644,netbios_dgm,S0,tcp,240,20,255,0.08,0.05,0,1
52747,18,1152,10,8,644,other,RSTR,tcp,2,2,255,0.01,0.74,0,1
52748,18,1152,10,8,644,domain_u,SF,udp,131,133,255,0.9,0.01,92,0
52749,18,1152,10,8,644,smtp,SF,tcp,1,2,255,0.61,0.01,330,0
52751,18,1152,10,8,644,http,SF,tcp,3,3,3,1,0,5444,0
52750,18,1152,10,8,644,private,SF,udp,45,45,255,0.18,0.64,0,1
52754,20,1276,10,10,644,private,S0,tcp,198,15,255,0.06,0.07,0,1
52753,20,1276,10,10,644,http,SF,tcp,5,5,15,1,0,2943,0
52755,20,1276,10,10,644,http,REJ,tcp,1,1,124,1,0,0,0
52752,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.61,0.06,332,0
52756,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.56,0.02,0,1
52757,20,1276,10,10,644,rje,RSTR,tcp,1,1,255,0,0.31,0,1
52758,20,1276,10,10,644,http,S1,tcp,1,1,1,1,0,10669,0
52759,20,1276,10,10,644,ssh,S0,tcp,201,17,255,0.07,0.07,0,1
52762,18,1152,10,8,644,login,RSTO,tcp,139,18,255,0.07,0.07,0,1
52763,18,1152,10,8,644,http,REJ,tcp,1,1,1,1,0,0,0
52761,18,1152,10,8,644,smtp,SF,tcp,1,1,177,0.96,0.01,337,0
52760,18,1152,10,8,644,http,SF,tcp,13,13,34,1,0,4096,0
52765,18,1152,10,8,644,ftp_data,SF,tcp,1,1,16,0.62,0.19,0,0
52764,18,1152,10,8,644,netbios_ns,S0,tcp,100,9,255,0.04,0.05,0,1
52766,18,1152,10,8,644,daytime,S0,tcp,189,25,255,0.1,0.05,0,1
52767,18,1152,10,8,644,private,REJ,tcp,80,10,255,0.04,0.06,0,1
52768,20,1276,10,10,644,http,SF,tcp,4,4,255,1,0,1108,0
52771,20,1276,10,10,644,http,REJ,tcp,1,2,103,1,0,0,0
52770,20,1276,10,10,644,private,S0,tcp,130,17,255,0.05,0.06,0,1
52772,20,1276,10,10,644,smtp,SF,tcp,1,1,82,0.66,0.06,331,0
52769,20,1276,10,10,644,domain_u,SF,udp,161,161,255,1,0,43,0
52773,20,1276,10,10,644,http,REJ,tcp,10,10,25,1,0,0,0
52774,20,1276,10,10,644,http,SF,tcp,10,10,255,1,0,1638,0
52775,20,1276,10,10,644,http,SF,tcp,4,12,4,1,0,383,0
52779,18,1152,10,8,644,eco_i,SF,icmp,1,7,1,1,0,0,1
52776,18,1152,10,8,644,private,REJ,tcp,128,7,255,0.03,0.09,0,1
52777,18,1152,10,8,644,ftp_data,SF,tcp,2,2,99,0.59,0.03,0,0
52778,18,1152,10,8,644,bgp,REJ,tcp,279,20,255,0.08,0.07,0,1
52780,18,1152,10,8,644,ftp_data,SF,tcp,1,1,224,0.58,0.02,0,0
52781,18,1152,10,8,644,ldap,REJ,tcp,126,18,250,0.07,0.06,0,1
52782,18,1152,10,8,644,bgp,S0,tcp,298,10,255,0,0.09,0,1
52783,18,1152,10,8,644,domain_u,SF,udp,1,1,22,0.5,0.09,42,0
52787,20,1276,10,10,644,telnet,S1,tcp,1,1,158,0.2,0.45,2832,0
52784,20,1276,10,10,644,ctf,S0,tcp,224,20,255,0.08,0.07,0,1
52785,20,1276,10,10,644,courier,S0,tcp,104,7,255,0.05,0.05,0,1
52786,20,1276,10,10,644,eco_i,SF,icmp,1,11,1,1,0,0,1
52788,20,1276,10,10,644,http,SF,tcp,1,35,127,1,0,2406,0
52789,20,1276,10,10,644,http,SF,tcp,7,7,84,1,0,1164,0
52790,20,1276,10,10,644,smtp,SF,tcp,1,1,2,1,0,335,0
52791,20,1276,10,10,644,private,S0,tcp,103,7,255,0.04,0.06,0,1
52795,18,1152,10,8,644,http,SF,tcp,8,11,255,1,0,255,0
52792,18,1152,10,8,644,smtp,SF,tcp,1,2,69,0.81,0.04,337,0
52794,18,1152,10,8,644,domain_u,SF,udp,95,95,255,0.87,0.01,77,0
52793,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.79,105,0
52796,18,1152,10,8,644,private,REJ,tcp,141,14,255,0.04,0.06,0,1
52797,18,1152,10,8,644,uucp_path,REJ,tcp,273,12,255,0.05,0.08,0,1
52798,18,1152,10,8,644,login,S0,tcp,125,1,255,0,0.06,0,1
52799,18,1152,10,8,644,http,SF,tcp,2,2,57,1,0,8314,1
52803,20,1276,10,10,644,daytime,S0,tcp,217,20,255,0.02,0.08,0,1
52801,20,1276,10,10,644,private,S0,tcp,154,17,255,0.07,0.06,0,1
52800,20,1276,10,10,644,private,S0,tcp,195,8,255,0.03,0.08,0,1
52802,20,1276,10,10,644,http,SF,tcp,1,5,28,1,0,327,0
52804,20,1276,10,10,644,private,S0,tcp,135,7,255,0.03,0.06,0,1
52805,20,1276,10,10,644,telnet,S0,tcp,234,15,255,0.06,0.06,0,1
52806,20,1276,10,10,644,private,RSTO,tcp,115,1,255,0,0.06,0,1
52807,20,1276,10,10,644,whois,S0,tcp,255,12,255,0.05,0.07,0,1
52808,18,1152,10,8,644,http,SF,tcp,4,8,5,1,0,4374,0
52809,18,1152,10,8,644,kshell,S0,tcp,109,7,255,0.05,0.07,0,1
52810,18,1152,10,8,644,private,RSTR,tcp,2,2,255,0.01,0.74,0,1
52811,18,1152,10,8,644,http,SF,tcp,20,20,59,1,0,5308,0
52812,18,1152,10,8,644,domain_u,SF,udp,134,134,255,0.88,0.01,72,0
52813,18,1152,10,8,644,http,SF,tcp,7,7,131,1,0,1576,0
52814,18,1152,10,8,644,imap4,S0,tcp,228,10,255,0.08,0.07,0,1
52815,18,1152,10,8,644,http,SF,tcp,4,4,255,0.98,0.01,270,0
56547,2,162,2,0,162,other,RSTR,tcp,1,1,255,0,0.63,0,1
52816,20,1276,10,10,644,nnsp,RSTR,tcp,1,1,255,0,1,0,1
52819,20,1276,10,10,644,smtp,SF,tcp,1,2,217,0.64,0.03,334,0
52818,20,1276,10,10,644,http,SF,tcp,8,8,8,1,0,1037,0
52817,20,1276,10,10,644,http,SF,tcp,10,12,255,1,0,1529,0
52820,20,1276,10,10,644,vmnet,S0,tcp,239,19,255,0.07,0.07,0,1
52823,20,1276,10,10,644,domain_u,SF,udp,156,156,255,1,0.01,75,0
52822,20,1276,10,10,644,ftp_data,SF,tcp,2,2,238,0.05,0.01,0,0
52821,20,1276,10,10,644,http,SF,tcp,24,24,51,1,0,4822,0
0,2,620,2,0,620,courier,S0,tcp,134,5,255,0.02,0.06,0,1
52825,18,1152,10,8,644,auth,REJ,tcp,247,9,255,0.04,0.07,0,1
52827,18,1152,10,8,644,private,S0,tcp,129,18,255,0.07,0.06,0,1
52826,18,1152,10,8,644,http,SF,tcp,7,8,191,1,0,315,0
52828,18,1152,10,8,644,ftp_data,SF,tcp,16,16,201,0.46,0.03,0,0
52824,18,1152,10,8,644,eco_i,SF,icmp,1,13,3,1,0,0,1
52829,18,1152,10,8,644,http,SF,tcp,17,18,255,1,0,636,0
52830,18,1152,10,8,644,netbios_ssn,S0,tcp,211,13,255,0.05,0.07,0,1
52831,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.77,105,0
52833,20,1276,10,10,644,ftp_data,SF,tcp,3,2,255,0.26,0.03,0,0
52832,20,1276,10,10,644,http,SF,tcp,17,17,255,1,0,259,0
52835,20,1276,10,10,644,ftp_data,SF,tcp,12,11,49,0.67,0.14,0,0
52834,20,1276,10,10,644,ecr_i,SF,icmp,1,1,255,0.01,0.06,0,0
52837,20,1276,10,10,644,ftp,SF,tcp,1,1,37,0.08,0.08,892,0
52836,20,1276,10,10,644,http,SF,tcp,24,30,255,1,0,261,0
52838,20,1276,10,10,644,finger,S0,tcp,59,18,255,0.26,0.02,0,1
52839,20,1276,10,10,644,urp_i,SF,icmp,4,4,255,0.07,0.01,0,0
52841,18,1152,10,8,644,ftp_data,S0,tcp,53,11,255,0.15,0.04,0,1
52840,18,1152,10,8,644,private,REJ,tcp,62,20,255,0.08,0.06,0,1
52842,18,1152,10,8,644,other,REJ,tcp,510,1,255,0,1,0,1
52843,18,1152,10,8,644,private,REJ,tcp,116,16,255,0.06,0.08,0,1
52844,18,1152,10,8,644,private,S0,tcp,257,6,255,0.02,0.05,0,1
52845,18,1152,10,8,644,private,S0,tcp,83,13,255,0,0.07,0,1
52846,18,1152,10,8,644,private,REJ,tcp,305,1,255,0,0.51,0,1
52847,18,1152,10,8,644,http,SF,tcp,1,6,41,1,0,1404,0
52851,20,1276,10,10,644,eco_i,SF,icmp,1,37,1,1,0,0,1
52850,20,1276,10,10,644,domain,S0,tcp,296,13,255,0.05,0.07,0,1
52848,20,1276,10,10,644,ecr_i,SF,icmp,221,221,218,0.57,0.03,0,1
52849,20,1276,10,10,644,smtp,SF,tcp,1,1,54,0.87,0.07,283,0
52853,20,1276,10,10,644,private,S0,tcp,298,19,255,0.04,0.08,0,1
52854,20,1276,10,10,644,http,SF,tcp,1,4,255,1,0.01,12164,0
52852,20,1276,10,10,644,ftp,SF,tcp,1,1,144,0.31,0.03,4152,0
52855,20,1276,10,10,644,hostnames,REJ,tcp,2,1,255,0,1,0,1
52858,18,1152,10,8,644,http,SF,tcp,30,30,255,1,0,7384,0
52856,18,1152,10,8,644,private,S0,tcp,136,8,255,0.02,0.07,0,1
52857,18,1152,10,8,644,http,SF,tcp,12,12,255,1,0,302,0
52859,18,1152,10,8,644,private,S0,tcp,276,19,255,0.01,0.06,0,1
52860,18,1152,10,8,644,private,S0,tcp,132,12,255,0.04,0.07,0,1
52861,18,1152,10,8,644,ftp_data,S0,tcp,52,10,255,0.21,0.04,0,1
52863,18,1152,10,8,644,smtp,SF,tcp,1,4,52,0.21,0.06,526,0
52862,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.84,105,0
52865,20,1276,10,10,644,eco_i,SF,icmp,1,31,2,1,0,0,1
52866,20,1276,10,10,644,domain_u,SF,udp,76,156,255,0.96,0.01,128,0
52867,20,1276,10,10,644,eco_i,SF,icmp,1,9,4,1,0,0,1
52864,20,1276,10,10,644,private,S0,tcp,74,4,255,0.02,0.08,0,1
52868,20,1276,10,10,644,private,SF,udp,3,1,255,0.91,0.01,146,0
52869,20,1276,10,10,644,other,RSTR,tcp,2,2,255,0.01,0.74,0,1
52870,20,1276,10,10,644,private,S0,tcp,202,20,255,0.07,0.06,0,1
52871,20,1276,10,10,644,eco_i,SF,icmp,1,50,4,1,0,0,1
52872,18,1152,10,8,644,http,REJ,tcp,1,1,42,1,0,0,0
52875,18,1152,10,8,644,private,SF,udp,28,12,255,0.05,0.58,0,1
52874,18,1152,10,8,644,http,SF,tcp,2,2,255,1,0,7355,0
52873,18,1152,10,8,644,domain_u,SF,udp,20,66,69,0.81,0.03,129,0
52876,18,1152,10,8,644,ecr_i,SF,icmp,17,17,255,0.07,0.02,0,1
52878,18,1152,10,8,644,domain_u,SF,udp,297,296,186,0.82,0.01,45,0
52877,18,1152,10,8,644,sql_net,REJ,tcp,299,20,255,0.08,0.06,0,1
52879,18,1152,10,8,644,private,REJ,tcp,194,1,255,0,0.89,0,1
52881,20,1276,10,10,644,domain_u,SF,udp,7,7,72,1,0,0,0
52882,20,1276,10,10,644,telnet,SF,tcp,1,1,255,0.04,0.07,1729,0
52880,20,1276,10,10,644,smtp,SF,tcp,1,3,193,0.65,0.03,330,0
52883,20,1276,10,10,644,http,SF,tcp,9,10,115,1,0,9463,0
52884,20,1276,10,10,644,ftp,SF,tcp,1,1,255,0.01,0.02,1202,1
52885,20,1276,10,10,644,sunrpc,S0,tcp,290,20,255,0.08,0.07,0,1
52886,20,1276,10,10,644,smtp,SF,tcp,1,1,50,0.52,0.06,391,0
52887,20,1276,10,10,644,http,S2,tcp,6,6,255,1,0,8315,1
52888,18,1152,10,8,644,smtp,SF,tcp,1,1,129,0.5,0.04,328,0
52891,18,1152,10,8,644,domain_u,SF,udp,144,226,255,1,0,42,0
52890,18,1152,10,8,644,login,S0,tcp,136,20,255,0.07,0.07,0,1
52889,18,1152,10,8,644,private,S0,tcp,42,5,255,0.02,0.05,0,1
52894,18,1152,10,8,644,http,SF,tcp,2,11,255,1,0,924,0
52893,18,1152,10,8,644,http,SF,tcp,3,3,3,1,0,7510,0
52892,18,1152,10,8,644,http,SF,tcp,11,26,51,1,0,260,0
52895,18,1152,10,8,644,private,REJ,tcp,136,19,255,0.07,0.06,0,1
52896,20,1276,10,10,644,http,S0,tcp,69,17,255,0.22,0.02,0,1
52897,20,1276,10,10,644,efs,S0,tcp,140,10,255,0.04,0.07,0,1
52899,20,1276,10,10,644,ftp_data,SF,tcp,2,2,67,0.42,0.04,0,0
52898,20,1276,10,10,644,http,SF,tcp,6,6,143,1,0,559,0
52900,20,1276,10,10,644,domain_u,SF,udp,122,122,255,1,0,43,0
52901,20,1276,10,10,644,imap4,S0,tcp,264,19,255,0.09,0.07,0,1
52902,20,1276,10,10,644,http,REJ,tcp,1,1,26,1,0,0,0
52903,20,1276,10,10,644,http,SF,tcp,13,13,135,1,0,767,0
52904,20,1276,10,10,644,private,S0,tcp,219,2,255,0.01,0.06,0,1
52905,20,1276,10,10,644,http,SF,tcp,6,6,6,1,0,1107,0
52906,20,1276,10,10,644,login,S0,tcp,135,6,255,0.02,0.06,0,1
52907,20,1276,10,10,644,smtp,SF,tcp,1,1,13,0.54,0.23,331,0
52908,20,1276,10,10,644,other,SF,udp,2,2,255,0.01,0.66,105,0
52909,20,1276,10,10,644,http,SF,tcp,4,4,169,1,0,923,0
52910,20,1276,10,10,644,http,SF,tcp,8,9,18,1,0,6258,0
52911,20,1276,10,10,644,private,S0,tcp,171,5,255,0.02,0.08,0,1
52912,18,1152,10,8,644,http,SF,tcp,1,36,30,1,0,188,0
52915,18,1152,10,8,644,smtp,SF,tcp,1,1,114,0.75,0.04,335,0
52913,18,1152,10,8,644,http,SF,tcp,2,2,2,1,0,296,0
52914,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.09,0.25,0,1
52916,18,1152,10,8,644,http,SF,tcp,1,4,255,1,0,40380,0
